iter	Logloss
244	0.1191144371
245	0.1189758448
246	0.118833312
247	0.1186660777
248	0.1184621866
249	0.1182771614
250	0.1180092965
251	0.1178423084
252	0.1176499469
253	0.1174652746
254	0.1172024841
255	0.1170137211
256	0.1167843401
257	0.1166586827
258	0.1164742097
259	0.1163530257
260	0.1162263268
261	0.1160894507
262	0.1159344089
263	0.1158055712
264	0.1157518747
265	0.1155771985
266	0.1153952343
267	0.1152787671
268	0.1150393008
269	0.1149491852
270	0.114825984
271	0.1146284909
272	0.1145197625
273	0.1143674155
274	0.114214324
275	0.1140895927
276	0.1138834588
277	0.1137671813
278	0.1136673134
279	0.1135063924
280	0.1133662822
281	0.1132602986
282	0.1130386865
283	0.1128301186
284	0.1127227948
285	0.1124932719
286	0.1123822956
287	0.1121613336
288	0.1120003223
289	0.1118839567
290	0.1117815796
291	0.1117119801
292	0.1115120319
293	0.1113272453
294	0.1112311844
295	0.1110062663
296	0.110908201
297	0.110759298
298	0.1106933422
299	0.1106034849
300	0.1104057101
301	0.1103179047
302	0.1101409142
303	0.1099621795
304	0.109701265
305	0.109469461
306	0.1093706824
307	0.10923131
308	0.1091283996
309	0.1090056409
310	0.1088468742
311	0.1087166052
312	0.1085563149
313	0.108473188
314	0.1083550685
315	0.1082005347
316	0.1080261379
317	0.1078782228
318	0.1077485319
319	0.1076672753
320	0.1075218999
321	0.107326363
322	0.1071368101
323	0.1070250199
324	0.1068701499
325	0.1067521406
326	0.1066242085
327	0.1063976262
328	0.1062305171
329	0.1060460563
330	0.1059308795
331	0.105759573
332	0.105609235
333	0.1054907757
334	0.1053337554
335	0.1052646957
336	0.1050982026
337	0.1049863285
338	0.1048452261
339	0.1046770854
340	0.104546405
341	0.1044354269
342	0.1042878945
343	0.1041782172
344	0.1039451196
345	0.1038907362
346	0.1037299526
347	0.1036045681
348	0.1034869936
349	0.1034160309
350	0.1033258462
351	0.1032296001
352	0.1031002923
353	0.1029778321
354	0.1028568216
355	0.1027078022
356	0.1026295076
357	0.1024912605
358	0.1023161422
359	0.1021597042
360	0.1021365119
361	0.1020556691
362	0.1019311746
363	0.10190563
364	0.101767387
365	0.1016929439
366	0.1015884141
367	0.1015374443
368	0.10132631
369	0.1011842687
370	0.1010673085
371	0.1008992582
372	0.1007245563
373	0.100612854
374	0.1005402633
375	0.1003956071
376	0.1003247238
377	0.1003008797
378	0.1002310609
379	0.1002085886
380	0.1001448717
381	0.09999789568
382	0.09985430669
383	0.09976792768
384	0.09966709202
385	0.09957154199
386	0.0994104457
387	0.09919115006
388	0.09909292879
389	0.09904186228
390	0.09891763635
391	0.09876727576
392	0.09861681539
393	0.09852415309
394	0.09840075242
395	0.09825407305
396	0.09809835073
397	0.09807665621
398	0.09802837497
399	0.09796478031
400	0.09785511207
401	0.09772134031
402	0.09768465284
403	0.09761419814
404	0.09756019811
405	0.09744293331
406	0.09740409902
407	0.09738094686
408	0.0972817516
409	0.09726170984
410	0.09713275007
411	0.09702019142
412	0.096971235
413	0.09687548845
414	0.09675928067
415	0.09666375121
416	0.09652316778
417	0.09650494411
418	0.09640878598
419	0.09629963674
420	0.0961490754
421	0.09606196354
422	0.09597969667
423	0.09589215509
424	0.09575156165
425	0.09559770419
426	0.09556912601
427	0.09547969351
428	0.09541491487
429	0.09532805144
430	0.09524176175
431	0.09510671807
432	0.0950209557
433	0.09492527987
434	0.09481905205
435	0.09467414985
436	0.09456750733
437	0.09444670046
438	0.09426374565
439	0.09413983374
440	0.09406387684
441	0.09391356899
442	0.09382517689
443	0.09380881845
444	0.0937720648
445	0.09362305083
446	0.09350967494
447	0.09332380949
448	0.0932134139
449	0.09310473346
450	0.09300626397
451	0.0929247718
452	0.09284151913
453	0.09277758669
454	0.09268999198
455	0.09260257461
456	0.09251262079
457	0.0924443448
458	0.09235068571
459	0.09228312189
460	0.09216290782
461	0.0920353544
462	0.0919687083
463	0.0918607964
464	0.09177312535
465	0.09169342997
466	0.09161287108
467	0.09157155273
468	0.09152657543
469	0.09136941045
470	0.0912514581
471	0.09115273556
472	0.09106119955
473	0.09092760546
474	0.0908610254
475	0.09081827698
476	0.09075012856
477	0.09062763487
478	0.09052994819
479	0.09044814135
480	0.09036460918
481	0.09023145994
482	0.09011208428
483	0.08995770863
484	0.08994356147
485	0.08988435641
486	0.08977142559
487	0.08970392433
488	0.08964331215
489	0.08955317028
490	0.08947722509
491	0.08936526189
492	0.08924097086
493	0.08918744947
494	0.08910491149
495	0.08900911169
496	0.08894488263
497	0.08886633921
498	0.08878038544
499	0.08870097097
500	0.08862135651
501	0.08851596673
502	0.0883917482
503	0.08821056249
504	0.08812896569
505	0.08809211447
506	0.0880400859
507	0.08795195793
508	0.08789566163
509	0.0878402757
510	0.08777903236
511	0.0875715223
512	0.08747624666
513	0.08737148776
514	0.08733452869
515	0.08722950646
516	0.0871151847
517	0.08704660269
518	0.08699902992
519	0.08691892424
520	0.08685742147
521	0.08680501989
522	0.08668747194
523	0.08661915711
524	0.08654454913
525	0.08642367647
526	0.08632693884
527	0.0862823709
528	0.08623973447
529	0.08612814026
530	0.08609923881
531	0.08608799659
532	0.085986593
533	0.08595703664
534	0.08588510187
535	0.0857914242
536	0.0856609899
537	0.08557325603
538	0.08545684352
539	0.08532613743
540	0.08525529909
541	0.08519060418
542	0.08509129908
543	0.08502680444
544	0.08492777631
545	0.08488005177
546	0.08483379145
547	0.08480243344
548	0.08479170342
549	0.08469326278
550	0.08462237733
551	0.08453734958
552	0.08442035164
553	0.08436486529
554	0.08426916456
555	0.08421059983
556	0.08409521555
557	0.08403262014
558	0.08400547192
559	0.08395359825
560	0.08389739272
561	0.08380737857
562	0.08366799346
563	0.08359044102
564	0.08353643113
565	0.0834753912
566	0.08337979301
567	0.0832881992
568	0.08327856959
569	0.08315859356
570	0.08314616365
571	0.08306111958
572	0.08305197081
573	0.0829335984
574	0.08292508067
575	0.08280053411
576	0.08276736129
577	0.08269537281
578	0.08253808972
579	0.08241564164
580	0.08230927467
581	0.08227879402
582	0.08222422048
583	0.08214188576
584	0.08206152799
585	0.08199428095
586	0.08191933016
587	0.08181001716
588	0.0817574235
589	0.08167406912
590	0.0816300725
591	0.08159575587
592	0.08147542178
593	0.08140458973
594	0.08133398205
595	0.08125902342
596	0.08114807973
597	0.08107805026
598	0.08099743542
599	0.08089084926
600	0.0807826815
601	0.08073228983
602	0.08069598458
603	0.08063283474
604	0.08052338424
605	0.08047306717
606	0.08043446217
607	0.08037318352
608	0.0802977985
609	0.08020330753
610	0.08016222881
611	0.08012899846
612	0.08008661138
613	0.08005349727
614	0.08002411819
615	0.07993612112
616	0.07979350436
617	0.07972804024
618	0.07969832895
619	0.07963006339
620	0.07956293994
621	0.079516165
622	0.07944808504
623	0.07938279591
624	0.07923154599
625	0.07912521552
626	0.07909473105
627	0.07903588508
628	0.0790044514
629	0.07890232308
630	0.07883498597
631	0.07876775624
632	0.07870057897
633	0.07866952334
634	0.07863763233
635	0.07861030044
636	0.07853245629
637	0.07847463104
638	0.07839002537
639	0.07832436584
640	0.0782916339
641	0.0781823541
642	0.078071307
643	0.0780132847
644	0.07795844693
645	0.0778967197
646	0.0778208275
647	0.07775104413
648	0.07763661041
649	0.07760331865
650	0.07754670712
651	0.07748008163
652	0.07745925617
653	0.07738941254
654	0.07732996213
655	0.07726643227
656	0.07723762528
657	0.07717059689
658	0.07710339632
659	0.07703219349
660	0.07697021451
661	0.07692266631
662	0.07685258502
663	0.07674107506
664	0.07671351996
665	0.07664249128
666	0.07657780053
667	0.07644440846
668	0.0763707726
669	0.07634285054
670	0.07626500118
671	0.07623581807
672	0.07613702526
673	0.07609913124
674	0.07604227448
675	0.07598850219
676	0.07592345246
677	0.07585541956
678	0.07579475944
679	0.07573100172
680	0.07560740389
681	0.07553374003
682	0.07551040847
683	0.0754809265
684	0.07542999991
685	0.07535555626
686	0.07529768123
687	0.07523071088
688	0.07514857737
689	0.07504108187
690	0.07498938947
691	0.07491958885
692	0.07488282948
693	0.07482572488
694	0.07477475212
695	0.07474666195
696	0.0746896183
697	0.07460468463
698	0.07453552553
699	0.07445996334
700	0.07435538095
701	0.07426798605
702	0.07419077342
703	0.07414967045
704	0.07410279777
705	0.07406027318
706	0.07396914612
707	0.07388905303
708	0.07382050204
709	0.07375879163
710	0.07367514847
711	0.07360152349
712	0.07354963776
713	0.07346586783
714	0.07344674393
715	0.07338892104
716	0.073321354
717	0.07323649773
718	0.07317780341
719	0.07309816325
720	0.07300637823
721	0.07293788594
722	0.07287285229
723	0.07276350403
724	0.07269956128
725	0.07263319145
726	0.07256808436
727	0.07254201546
728	0.07246350495
729	0.07237963185
730	0.07227953893
731	0.07223628084
732	0.07221894009
733	0.07213420591
734	0.07204426324
735	0.07199064774
736	0.07190995201
737	0.07187577871
738	0.07183040627
739	0.07174488981
740	0.07168216912
741	0.07164927647
742	0.07160562353
743	0.0715767773
744	0.07152732041
745	0.07144967563
746	0.07140082144
747	0.07133724428
748	0.07129455866
749	0.07127303892
750	0.07122759346
751	0.07112917812
752	0.07105612241
753	0.07102578205
754	0.07096900641
755	0.07092010575
756	0.07083372259
757	0.0707811488
758	0.0707000176
759	0.07066037377
760	0.07061382162
761	0.07058408194
762	0.07051822705
763	0.07049939118
764	0.07046732844
765	0.07039788812
766	0.07036215842
767	0.07029745142
768	0.07018817815
769	0.07016692509
770	0.07011864891
771	0.07005141322
772	0.06998109501
773	0.06991427605
774	0.06984421916
775	0.06979851327
776	0.06977807592
777	0.06974005527
778	0.06965388146
779	0.0695906184
780	0.06954220875
781	0.06947793392
782	0.06946280166
783	0.06941425526
784	0.06934055777
785	0.06925701969
786	0.06918175369
787	0.06914879379
788	0.0690916136
789	0.06906717787
790	0.06901637212
791	0.06895074386
792	0.06892294789
793	0.06890350183
794	0.06884822178
795	0.06878190958
796	0.06873564088
797	0.06868923897
798	0.06862423658
799	0.06859748046
800	0.06854798216
801	0.06849632444
802	0.0684663281
803	0.06843626544
804	0.06841873936
805	0.06835170033
806	0.06829908398
807	0.06827015774
808	0.06820310177
809	0.06813190178
810	0.06807290454
811	0.06804231386
812	0.06797713038
813	0.06791866833
814	0.06788826572
815	0.06781225507
816	0.06776792636
817	0.06772586901
818	0.06766879155
819	0.06760492362
820	0.0675343838
821	0.06746862747
822	0.06739140176
823	0.06734606543
824	0.06733044421
825	0.06728255707
826	0.06723942816
827	0.06717573519
828	0.06714480344
829	0.06707441021
830	0.0670596519
831	0.0670221909
832	0.06695264277
833	0.06690827072
834	0.06686705105
835	0.06683700801
836	0.06670323944
837	0.06668025282
838	0.06663008728
839	0.06657982831
840	0.06653994203
841	0.06652330076
842	0.06649557103
843	0.0664422205
844	0.06638630122
845	0.06635203543
846	0.06632533376
847	0.06625997175
848	0.06619176138
849	0.06615512087
850	0.06608364634
851	0.06601322297
852	0.06598596329
853	0.06592678652
854	0.0658873327
855	0.06585490197
856	0.0658097196
857	0.06574660105
858	0.06568506099
859	0.06562900706
860	0.065609892
861	0.06558706918
862	0.06555121354
863	0.06548739216
864	0.06544418224
865	0.06539275008
866	0.06536185856
867	0.06531394235
868	0.06525499826
869	0.0652071609
870	0.06516832452
871	0.06511511513
872	0.06506038642
873	0.06499722155
874	0.06496006992
875	0.06490740002
876	0.06484106677
877	0.06480339233
878	0.06476227313
879	0.06469440911
880	0.06464627326
881	0.06461072411
882	0.06456152705
883	0.06450293657
884	0.06447654275
885	0.06441919648
886	0.06437284652
887	0.06434839834
888	0.06430459497
889	0.0642397418
890	0.06416462187
891	0.0641304753
892	0.06407982406
893	0.0640389428
894	0.06399654771
895	0.06394319238
896	0.06387187185
897	0.0638288093
898	0.06378909556
899	0.06375397353
900	0.06369857927
901	0.06363662527
902	0.06357158375
903	0.06353196066
904	0.06348393188
905	0.0634233019
906	0.06336363887
907	0.06330680239
908	0.06323880064
909	0.06319430482
910	0.063147145
911	0.06311023155
912	0.06306734921
913	0.06303122897
914	0.06295795592
915	0.06292904936
916	0.06288992697
917	0.06284529774
918	0.06281003772
919	0.06277343885
920	0.06272546029
921	0.06268491637
922	0.06265326171
923	0.06260072535
924	0.0625880273
925	0.06256302805
926	0.06247933079
927	0.06242665177
928	0.06238742017
929	0.06235199353
930	0.06229666407
931	0.06225783582
932	0.062216257
933	0.06218095159
934	0.06214435463
935	0.06212120754
936	0.06207474865
937	0.06203256418
938	0.06199855548
939	0.06196900798
940	0.06190903811
941	0.06184091564
942	0.0617737454
943	0.0617223282
944	0.06170536972
945	0.06165993345
946	0.06160423187
947	0.06157920082
948	0.06152884141
949	0.06148783787
950	0.06145737701
951	0.06140515108
952	0.06136148693
953	0.06134682992
954	0.06125838391
955	0.06124319783
956	0.06121394018
957	0.06117365471
958	0.06114223725
959	0.06109186696
960	0.06102748553
961	0.06096470079
962	0.06091794905
963	0.06089498696
964	0.06085916993
965	0.06080505342
966	0.06077071765
967	0.06072703961
968	0.06067655848
969	0.06064744791
970	0.06061114831
971	0.06058732294
972	0.06056487544
973	0.06049360024
974	0.0604413495
975	0.06041848023
976	0.0603683776
977	0.06031128534
978	0.06026324289
979	0.06024299619
980	0.06018293946
981	0.06012417895
982	0.06008886334
983	0.06005318944
984	0.06000157544
985	0.05994553479
986	0.05990771117
987	0.05989617475
988	0.05986609132
989	0.05985640562
990	0.05983576039
991	0.05980829122
992	0.05976367149
993	0.05971317747
994	0.05967011331
995	0.0596120144
996	0.05954785614
997	0.05951207795
998	0.05948450232
999	0.05944840047
